suite,repeat,query,ok,server_ms,client_ms,brand,category,model,n_entities,n_spell_fixes,error
gold,0,эксцентриковые шлифовальные машины,True,60.272,62.464,,эксцентриковые шлифовальные машины,,1,0,
gold,0,восстановленный айфон 17,True,8.41,10.697,Apple,восстановленный,,2,1,
gold,0,Видеокарта rtx 5060 ti,True,20.591,23.052,,видеокарты,rtx 5060 ti,2,0,
gold,0,Пмм,True,11.746,13.801,,,,0,0,
gold,0,швейные машинки,True,76.636,79.453,,швейная машинка,,1,1,
gold,0,Сменная панель Redmond RAMB-18 черный,True,83.632,85.954,Redmond,панель,,3,0,
gold,0,телевизор hi ht 32h01fb,True,24.554,26.75,Hi,телевизор hi,,1,0,
gold,0,чайник со свистком rondell,True,52.236,54.869,Rondell,чайник со свистком,,2,0,
gold,0,gt 5 pro,True,19.041,21.94,,,5 pro,1,0,
gold,0,маршал,True,38.576,40.987,,,,0,0,
gold,0,JBL Boombox 3,True,36.986,39.742,JBL,,boombox 3,2,0,
gold,0,силиконовая форма,True,51.01,54.408,,,,0,0,
gold,0,тостер с поддоном tefal,True,58.737,61.325,Tefal,тостер,,2,0,
gold,0,Чехол samsung s25,True,10.738,14.499,Samsung,чехол,s25,3,0,
gold,0,сплинт система,True,83.319,86.589,,сплит система,,1,1,
gold,0,наушники lunacy,True,5.592,8.751,Lunacy,наушники,,2,0,
gold,0,чехол а54,True,13.112,16.921,,чехол,,1,0,
gold,0,Телевизор xiaomi 50,True,7.7,10.43,Xiaomi,телевизоры,,2,0,
gold,0,газета овая плита,True,50.032,52.301,,плита,,1,0,
gold,0,"yjen,er buhjdjq",True,52.913,54.972,,"yjen,er",,1,0,
gold,0,mac neo,True,13.259,15.429,,mac neo,,1,0,
gold,0,аэрогриль ecochef,True,5.87,8.274,EcoChef,аэрогрили,,2,0,
gold,0,роботы для мойки окон,True,75.746,78.191,,робот,,3,2,
gold,0,повербанк xiaomi,True,4.821,6.931,Xiaomi,повербанк,,2,0,
gold,0,Fold 7,True,21.73,24.241,,,Fold 7,1,0,
gold,0,Провод для принтера,True,71.471,73.506,,принтер,,1,1,
gold,0,Roborock F25 ALT,True,7.727,9.602,Roborock,,f25,2,0,
gold,0,9070 xt,True,13.968,15.817,,,,0,0,
gold,0,смартфоны honor 400 12gb/512gb,True,32.077,34.023,HONOR,смартфон,,4,2,
gold,0,утюг тефаль,True,37.476,39.732,,утюг тефаль,,1,0,
gold,0,Сетевые фильтры и удлинители,True,100.91,103.461,,фильтр,,2,2,
gold,0,iphone 256,True,23.254,25.085,Apple,,,1,0,
gold,0,телефон инфинекс,True,36.901,38.935,инфинекс,телефоны,,2,0,
gold,0,Холодильники липхер,True,35.593,37.699,,холодильники,,2,0,
gold,0,asus rog,True,4.673,6.275,ASUS,,,1,0,
gold,0,"15.6"" Ноутбук ASUS TUF Gaming FA506NCG-HN219",True,88.213,90.058,ASUS,ноутбуки,tuf gaming,3,0,
gold,0,Узкие стиральные машины beko,True,70.57,72.653,Beko,узкая стиральная машина,,2,1,
gold,0,Стиральная машина LG с функцией сушки,True,85.704,88.307,LG,стиральная машинка,,2,1,
gold,0,хонор часы,True,6.347,8.988,HONOR,часы,,2,0,
gold,0,Фотоаппарат nikon,True,4.312,6.288,Nikon,фотоаппарат,,2,0,
gold,0,Wacom,True,3.851,6.149,Wacom,,,1,0,
gold,0,стекло защитное xiaomi redmi note 15 pro,True,82.973,85.15,Xiaomi Redmi,,note 15 pro,2,0,
gold,0,Кофеварка турка,True,14.752,17.175,,кофеварка,,2,0,
gold,0,carrera 812 холодильник,True,9.622,12.184,Carrera,холодильники,,2,0,
gold,0,Брошюровщик Rayson TD-1500R,True,51.547,54.182,Rayson,Брошюровщик,,2,0,
gold,0,Xiaomi mi box,True,7.997,10.403,Xiaomi,,,1,0,
gold,0,погружные блендеры haier,True,37.919,40.197,Haier,погружной блендер,,2,0,
gold,0,keenetic buddy 5,True,25.086,28.466,Keenetic,,,1,0,
gold,0,Парогенераторы philips,True,4.891,7.414,Philips,парогенераторы,,2,0,
gold,0,встраиваемые двухкамерные холодильники,True,46.828,49.176,,холодильники,,1,0,
gold,0,робот пылесос dreame l40 ultra ce белый,True,55.91,58.057,Dreame,роботы пылесосы,l40 ultra ce,4,0,
gold,0,варочная панель на 4 газовая,True,55.991,58.325,,варочная панель,,2,0,
gold,0,Tefal ножи,True,4.764,7.865,Tefal,нож,,2,0,
gold,0,варочные газовые панели 3,True,103.206,106.642,,газовая панель,,1,1,
gold,0,часы apple,True,6.037,7.892,Apple,часы,,2,0,
gold,0,Игровой руль для ps4,True,20.832,22.966,,игровой руль,ps4,2,0,
gold,0,Huawei планшет matepad 12 x papermatte 2025,True,67.309,69.436,HUAWEI,планшеты,matepad 12 x,3,0,
gold,0,выпрямители волос rowenta,True,41.389,43.946,Rowenta,выпрямители волос,,2,1,
gold,0,стиральная машинка беко 6кг 40см глубина,True,86.5,89.297,,стиральная машинка беко,,3,2,
gold,0,samsung galaxy s25 плюс,True,21.78,24.034,Samsung,,s25,3,0,
gold,0,смартфон самсунг белый вьетнпм,True,57.407,60.014,Samsung,смартфон,,3,1,
gold,0,ddr 5 32 gb,True,19.848,22.007,,,ddr 5,2,0,
gold,0,ноутбук honor magicbook про 16,True,38.946,41.139,HONOR,ноутбуки,,2,0,
gold,0,Колонка караоке,True,13.162,15.585,,колонка,,2,0,
gold,0,стиральная машина автомат на 5 кг,True,90.064,92.765,,стиральная машинка,,2,1,
gold,0,Телефон на 128 гб,True,29.11,31.723,,телефоны,,2,0,
gold,0,планшетный компьютер,True,36.42,38.924,,планшеты,,2,1,
gold,0,гарнитура,True,42.006,44.522,,гарнитура,,1,0,
gold,0,galaxy s21,True,5.933,8.055,Samsung,,,1,0,
gold,0,Zigmund & Shtain,True,58.457,60.837,Zigmund,,,1,0,
gold,0,Хлебопечи,True,10.75,13.043,,хлебопечь,,1,0,
gold,0,Кресло компьюторное,True,26.911,29.32,,кресло,,1,0,
gold,0,кофемашина melitta,True,5.524,7.407,Melitta,кофемашина,,2,0,
gold,0,Сушильная,True,10.539,12.536,,сушильная,,1,0,
gold,0,Холодильник Hisense,True,4.713,6.702,Hisense,холодильники,,2,0,
gold,0,reanimal,True,32.595,34.528,reanimal,,,1,0,
gold,0,плита газовая встраиваемая,True,56.575,59.295,,плита газовая встраиваемая,,1,0,
gold,0,Samsung Galaxy A37,True,7.217,9.368,Samsung,,,2,0,
gold,0,мойка кухонная искусственный камень черная,True,112.894,115.023,,мойка кухонная,,2,0,
gold,0,Холодильник HAIER золотистый,True,33.005,35.199,Haier,холодильники,,3,0,
gold,0,TCL 75C8K,True,7.24,9.256,TCL,,75c8 k,2,0,
gold,0,Защитное стекло на смарт часы Huawei,True,87.95,90.974,HUAWEI,защитное стекло,,3,0,
gold,0,Плита электрическая напольная,True,58.259,60.409,,плита электрическая,,2,0,
gold,0,Телевизор dreame 55,True,8.331,10.494,Dreame,телевизоры,,2,0,
gold,0,холодильники ретро,True,33.537,35.734,,холодильники,,2,0,
gold,0,ноутбук xiaomi,True,5.616,8.066,Xiaomi,ноутбуки,,2,0,
gold,0,Телевизор смарт 55,True,32.205,34.488,,телевизор смарт,,1,0,
gold,0,беспроводные наушники для телефона,True,61.735,64.119,,беспроводные наушники,,2,1,
gold,0,Samsung jet 85,True,6.769,9.09,Samsung,,jet 85,2,0,
gold,0,VGR V-003,True,5.171,6.922,VGR,,,1,0,
gold,0,Xiaomi Redmi Note 14 Pro 5G,True,27.247,29.334,Xiaomi Redmi,,note 14 pro 5,2,0,
gold,0,Samsung с23 ultra,True,24.103,26.149,Samsung,,,1,0,
gold,0,Сотовый телефон android,True,77.223,79.308,,сотовый телефон,,2,0,
gold,0,тепловентилятор настенный,True,44.275,47.081,,тепловентилятор,,2,0,
gold,0,Утюг Tefal,True,5.342,7.429,Tefal,утюг,,2,0,
gold,0,Фен строительный с регулировкой температуры,True,69.979,72.175,,фен,,2,0,
gold,0,Компьютерная мышь беспроводная,True,44.293,46.439,,компьютерная мышь,,2,0,
gold,0,Airpods 4 anc,True,31.507,33.541,Apple,,,1,0,
gold,0,carrera 561,True,6.039,8.024,Carrera,,,1,0,
gold,0,электрическая варочная панель candy,True,21.297,23.707,Candy,электрическая варочная панель,,2,0,
gold,0,фритюрницы для кухни,True,58.294,60.801,,фритюрница,,2,1,
gold,0,Телефон смартфон,True,12.505,14.747,,телефоны,,2,0,
gold,0,защитная пленка,True,66.561,69.182,,пленка,,1,0,
gold,0,МФУ лазерный цветной,True,84.554,86.614,,мфу,,3,0,
gold,0,"Узкая стиральная машина Candy SMART PRO CSO34 106TB1/2-07, 6 кг",True,105.176,107.468,Candy,стиральная машинка,smart pro cso34,5,1,
gold,0,чайник moulinex,True,4.731,6.581,Moulinex,чайник,,2,0,
gold,0,Cmf,True,8.711,10.624,,,,0,0,
gold,0,беспроводной пылесос dreame,True,20.907,23.702,Dreame,беспроводной пылесос,,2,0,
gold,0,Телевизоры смарт тв 55,True,24.538,26.867,Смарт ТВ,телевизоры,,2,0,
gold,0,Samsung buds 4,True,14.832,16.746,Samsung,,buds 4,2,0,
gold,0,honor 400 про,True,8.547,10.519,HONOR,,,1,0,
gold,0,HONOR Magic 7 Pro,True,23.138,25.183,HONOR,,magic 7 pro,2,0,
gold,0,автомобильный компрессор goodyear,True,17.277,19.366,Goodyear,автомобильные компрессоры,,2,0,
gold,0,раковина krona brille 2b,True,36.901,39.158,Krona,раковина,,2,0,
gold,0,Масляный обогреватель,True,47.547,49.848,,обогреватель,,2,0,
gold,0,смартфоны новинки 2026,True,44.171,46.314,,смартфон,,1,0,
gold,0,вытяжка кухонная встраемая 270-275-278-280,True,84.452,86.817,,вытяжки кухонные,,2,0,
gold,0,Huawei y63,True,6.187,8.051,HUAWEI,,,1,0,
gold,0,Haier hw50 bp1026,True,38.003,40.276,Haier,,,1,0,
gold,0,раковина на кухню с дозатором,True,72.521,74.689,,раковина,,2,0,
gold,0,холодильники узкие 54 высота 183,True,64.239,66.524,,холодильник узкий,,1,0,
gold,0,rx 9060 xt,True,16.922,19.805,,,,0,0,
gold,0,Beko WSPE7H616W,True,28.056,30.254,Beko,,WSPE7H616 W,2,0,
gold,0,Зарядка для телефона,True,52.003,54.085,,зарядка,,2,1,
gold,0,ссд накопитель для компьютера,True,63.877,66.091,,компьютер,,1,1,
gold,0,аэрогриль с двумя теня,True,42.737,45.205,,аэрогрили,,1,0,
gold,0,Redmi a3,True,5.126,7.106,Xiaomi,,,1,0,
gold,0,радиаторы отопления,True,63.781,66.061,,радиатор,,1,1,
gold,0,кондиционер whirlpool,True,5.058,6.959,Whirlpool,кондиционер,,2,0,
gold,0,наушники беспроводные накладные sony,True,50.887,53.184,Sony,наушники беспроводные,,2,0,
gold,0,Телевизор philips 55,True,9.626,11.706,Philips,телевизоры,,2,0,
gold,0,телевизор smart tv,True,16.585,18.617,,телевизоры,,2,0,
gold,0,Беспроводные наушники huawei freeclip,True,50.653,52.835,HUAWEI,беспроводные наушники,,2,0,
gold,0,Сплит системы,True,40.72,42.71,,сплит система,,1,0,
gold,0,джойстик пс 5,True,14.883,16.941,,джойстик,,2,0,
gold,0,планетарный миксер с тестомесильной,True,51.968,54.09,,планетарный миксер,,2,0,
gold,0,Вафельница для тонких трубочек,True,82.52,84.855,,вафельница,,2,0,
gold,0,c4f640cggu1,True,25.768,27.643,,,,0,0,
gold,0,Айфон 13 256,True,8.099,10.624,Apple,,,1,1,
gold,0,Huawei freebuds 6i,True,36.498,39.084,HUAWEI,,freebuds 6 i,2,0,
gold,0,варочный панель на 2 конфорки электрическая,True,100.608,102.892,,варочная панель,,2,0,
gold,0,газовая плита с электроподжогом,True,54.699,56.86,,газовые плиты,,1,0,
gold,0,стиральная машина узкая korting,True,49.253,52.21,Korting,стиральная машинка узкая,,2,1,
gold,0,стиральная машинка gorenje узкая,True,31.137,33.422,Gorenje,стиральная машинка,,3,0,
gold,0,3811,True,9.863,12.893,,,,0,0,
gold,0,Электрический духовой шкаф Midea,True,25.045,27.592,Midea,электрический духовой шкаф,,2,0,
gold,0,Candy AQUA 114D2-07,True,15.827,18.103,Candy,,,1,0,
gold,0,"Samsung 27"" Монитор Odyssey OLED G8 S27FG812SIXCI",True,78.826,80.998,Samsung,мониторы,odyssey oled g8,3,0,
gold,0,xiaomi a50,True,4.587,5.978,Xiaomi,,a50,2,0,
gold,0,аксессуары для кухни силиконовые,True,83.873,86.531,,,,1,0,
gold,0,mortal kombat 1,True,49.317,51.692,kombat,,,1,0,
gold,0,"чайник электрический 1 7, 1 июля",True,56.703,59.261,,чайник электрический,"1 7,",3,0,
gold,0,зубные щетки philips,True,47.326,49.36,Philips,зубная щетка,,2,0,
gold,0,HUAWEI Pura70 Ultra,True,43.523,45.456,HUAWEI,,,1,0,
gold,0,Usb хаб разветвитель,True,26.695,28.604,Usb,,,2,0,
gold,0,Samsung с 25,True,7.15,9.09,Samsung,,,1,0,
gold,0,морозильная камера ларь бирюса,True,28.104,30.385,Бирюса,морозильник,,4,1,
gold,0,69233,True,8.507,10.752,,,,0,0,
gold,0,njcnth,True,21.912,24.212,njcnth,,,1,0,
gold,0,Смарт-часы,True,26.878,29.148,,смарт-часы,,1,0,
gold,0,кабель hdmi 2 1 5м,True,40.756,42.888,,кабель hdmi,,2,0,
